,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
JAPAN,87173.98335282799,87964.23096978683,88758.06987105502,89532.26969307894,90310.33708317847,91092.361569325,91878.43193543052,92668.9489994357,93411.97873102693,94159.10507084911,94910.41001686547,95665.97492277971,96425.98961445304,97121.39402164021,97842.30607628923,98569.91584777542,99302.93095086853,100039.77543298232,100719.91723853891,101407.47669567997,102102.8211300645,102803.12192612416,103507.84318400329,104153.73089698373,104809.0561103825,105486.35629786867,106167.49295236313,106858.88661835155,107482.38570495698,108110.32815747963,108741.94163601391,109377.27530504642,110016.38666837584,110567.09661800244,111122.38603543895,111685.42710441559,112252.81192361233,112823.55946402774
MONGOLIA,3516680.4937917106,3535781.0253992206,3554663.082265748,3572516.0716705625,3590171.213711821,3607630.732472054,3624896.797727747,3641982.2726341966,3657023.28536252,3671889.2453061976,3686581.981180539,3701103.2746660216,3715461.766652944,3727186.189590701,3739435.262962983,3751607.0635010116,3763659.907061554,3775536.834070344,3785058.618473283,3794540.1846313523,3804018.0896372725,3813377.984296456,3822596.60757209,3829446.1543278764,3836349.837276108,3843748.1683864812,3850995.778456688,3858303.7254402637,3862923.129218303,3867453.6992131965,3871850.9341345243,3876115.67837487,3880249.100085391,3881102.496258523,3881903.361563534,3882729.765162162,3883478.717214994,3884114.433683371
REPUBLICOFKOREA,3290.2734767269503,3313.1380095169197,3336.010380010547,3358.0228775008263,3380.054964390791,3402.1088245286655,3424.186590068922,3446.301906870014,3466.5318710419065,3486.7921559719994,3507.08461152476,3527.411041916909,3547.7770709430456,3565.6476052906887,3584.340324644562,3603.159740351174,3622.056912281659,3640.9719038413127,3657.700103299444,3674.5817867730425,3691.6319661521143,3708.745496485629,3725.9013369499617,3740.823033045074,3755.985710609779,3771.8613136830577,3787.7597837677063,3803.9053356150202,3817.5182371993824,3831.183023527833,3844.871203745346,3858.5835601291137,3872.321152504461,3882.8437444436877,3893.4323021982786,3904.19327862176,3915.0092720353773,3925.8451233675814
BRUNEIDARUSSALAM,29.64394770547965,29.744298943195655,29.841971468455885,29.928692088067884,30.01259970770458,30.093642476898783,30.171768225730794,30.2469953574603,30.303785724101616,30.357571664905127,30.40830127464948,30.455922344993322,30.50041775643912,30.520758818041433,30.546586841773998,30.57034886974056,30.591492225561726,30.608982877885964,30.60186270691283,30.59142670589497,30.57908502143341,30.563489245789977,30.54423602290598,30.501329975296,30.460543903182423,30.435415437490466,30.406457834759465,30.3741594431991,30.315772132023156,30.254037701607267,30.188424875529574,30.118888212518083,30.045385041913537,29.943566246660318,29.838144619468252,29.73005410289984,29.618273416659957,29.502478793741336
CAMBODIA,11074.977967176785,11092.778384746822,11109.737711701351,11122.976758483663,11135.393625148741,11146.983475173554,11157.741389737994,11167.696259192806,11170.942470727092,11173.398120403343,11175.058051453901,11175.91705507605,11175.982068839256,11167.47934363876,11160.869626140371,11153.815282159594,11146.1485707648,11137.601701983265,11121.098452108652,11104.052365918757,11086.725013984445,11068.720189889686,11049.938988419653,11023.467481595637,10997.532739197555,10975.058870528912,10951.763128287392,10928.096999047846,10896.001132583195,10863.25663682561,10829.753076366147,10795.487754237403,10760.458942112247,10715.77753718086,10670.532256131415,10625.007720439386,10578.891358854464,10532.081765627312
INDONESIA,178202.91231429848,179420.7003033191,180635.9334667898,181803.27316705938,182968.51094098497,184131.6793067012,185292.80848608442,186452.49982046656,187510.88928955744,188567.4396209926,189622.16802937174,190675.08969797543,191726.43025527766,192642.71835267558,193598.97916830104,194558.50972830187,195518.7163372615,196475.8462261276,197309.74377958095,198146.67088257355,198988.9741506546,199830.54046670464,200670.0157438911,201384.69540037587,202112.09662265272,202887.65478139045,203660.003503836,204439.3038220175,205076.43589452832,205712.38617217535,206345.03490332476,206974.357982582,207600.3469088599,208051.46863881772,208501.85000680404,208956.93985983852,209410.35533857255,209860.12917538141
LAOPEOPLESDEMOCRATICREPUBLIC,3435.6653469937355,3441.183179889313,3446.4294854818663,3450.5206100915107,3454.3403617088397,3457.8859461510056,3461.154548551509,3464.153177792174,3465.0915395435927,3465.760919879563,3466.1584497086687,3466.2812469451806,3466.130198370555,3463.319568399778,3461.0901528587424,3458.6987675369637,3456.0919588755896,3453.17597336548,3447.7093338620293,3442.0163452862616,3436.208891974453,3430.153334995489,3423.8139530584954,3415.022547155977,3406.443813443572,3399.2026028091323,3391.6617265266495,3383.9320233544454,3373.5043874516405,3362.831556792978,3351.873772047682,3340.6290805501944,3329.0958427471214,3314.5365379152913,3299.7467295435454,3284.814555942013,3269.6437345172894,3254.201504534183
MALAYSIA,6930.975601677316,6993.2374940761465,7055.530449273176,7115.69108295718,7175.875352104045,7236.0840397908905,7296.317868958036,7356.601095063321,7412.807967627697,7469.021964948929,7525.243634205668,7581.473466932481,7637.722270600199,7688.536561635309,7741.302158543293,7794.298034079613,7847.403575458743,7900.444650918557,7948.375047960903,7996.45572164671,8044.7761152679295,8093.101176684492,8141.378795425153,8184.490764112605,8228.24322594642,8274.336020185947,8320.336105870972,8366.65677180868,8407.107501199269,8447.536081746455,8487.842052868486,8528.024509486693,8568.083322052033,8601.002866795949,8633.857288719766,8667.049230179118,8700.156941573712,8733.09364780557
MYANMAR,13704.159981782243,13774.470825308817,13844.336957394002,13910.17632814759,13975.624921758883,14040.687943368657,14105.370320930628,14169.723573740815,14225.89060490803,14281.72154932901,14337.220116763201,14392.389772870054,14447.248996800423,14491.51360722368,14538.692531313183,14585.936663429586,14633.042068597379,14679.755267950668,14717.173620653255,14754.761384196045,14792.591632582378,14830.232296144724,14867.593210414725,14895.591942981353,14924.190121533926,14955.38950955426,14986.239499162943,15017.599819534931,15038.509243576618,15059.219618637855,15079.610472094466,15099.681933991855,15119.435185828288,15126.257694203565,15132.973726248634,15139.988099013908,15146.842801738352,15153.398621335678
PHILIPPINES,9117.609136386865,9127.313986707277,9135.693887857416,9140.199688685032,9143.378724229497,9145.21979617055,9145.71161980145,9144.870340524007,9138.086022335307,9129.976011074377,9120.529388918376,9109.735171260101,9097.600989810033,9078.11431614173,9059.369477658627,9039.554016523161,9018.534907472655,8996.074946400577,8966.476873901347,8935.664925606536,8903.896510517305,8870.847076114984,8836.430971195905,8795.2230084008,8753.81027982107,8714.767222338189,8674.322321254764,8632.792800240573,8583.85142764454,8533.694813382644,8482.197046439584,8429.351241773962,8375.151495658904,8312.936010431336,8249.573380698523,8185.388925464312,8120.014574204748,8053.359262608317
THAILAND,21340.262742426894,21356.354218594017,21369.74699675013,21374.684698973204,21376.97182162136,21376.589617172103,21373.518978166972,21367.805946419434,21347.927831526526,21325.446149439176,21300.342182640477,21272.596908558677,21242.214644146177,21194.30558265192,21148.905644853483,21101.513973745627,21051.79436102749,20999.25819231425,20930.7054482618,20860.072678603956,20787.727111958007,20712.947840257893,20635.55404069388,20542.725789107943,20449.450166732837,20360.36628020168,20268.559447439293,20174.932175305443,20064.695252961814,19952.097638575076,19836.93101088814,19719.183410420497,19598.844438256358,19459.734960645685,19325.066455020446,19368.664099859867,19412.08161882941,19455.13526938422
TIMORLESTE,2842.115542444374,2860.373978238799,2878.0506825255866,2894.4228195840974,2910.206898480782,2925.4107362562845,2940.0421626112047,2954.115244823582,2966.593968832482,2978.51200873087,2989.8771671395953,3000.697244062104,3011.0279207169788,3019.6255480794557,3027.9054563383866,3035.6474476571434,3042.844958283986,3049.4971632592533,3054.2875043184963,3058.5969053154454,3062.6615876936808,3066.2924888581883,3069.4402160082586,3070.856273825351,3071.875080250275,3072.6124516764135,3072.9207997165468,3073.0928028915037,3071.1745441240573,3068.955496155051,3066.3715924044577,3063.4294125900988,3060.1367025246514,3054.4313801676876,3048.423576147347,3042.2048258580744,3035.720904239572,3028.9385389990116
VIETNAM,4645.649898870475,4677.587692675184,4709.491319003244,4740.032092719065,4770.52888384303,4800.980557508393,4831.385924909564,4861.759807291136,4889.528391633065,4917.241870433055,4944.89873121868,4972.497411711954,5000.045334849482,5024.103367968649,5049.259686344648,5074.493045445589,5099.7317498521315,5124.856285906292,5146.608568694887,5168.36465622622,5190.2335433536355,5212.044504797998,5233.756016684533,5252.109880556714,5270.9144926976505,5291.497979256129,5311.950759273567,5332.526231950026,5349.260374015564,5365.905928056326,5382.406304222383,5398.759150424306,5414.962692862327,5426.593726763458,5438.116865213256,5449.7945459930515,5461.359779132515,5472.752345139236
AFGHANISTAN,956932.9077548508,965152.8659294439,973390.283412597,981404.6102806978,989440.1995836031,997497.7997011483,1005578.1487757647,1013685.2534505072,1021265.825912817,1028870.4279651189,1036499.72119379,1044154.3581674385,1051836.1675960524,1058806.1543432893,1066020.2135774067,1073285.4354851113,1080588.4186775812,1087912.259482234,1094608.2294352031,1101363.651970267,1108183.0315950294,1115035.5122833643,1121915.1458546906,1128144.9656818686,1134454.5101954143,1140974.0121005857,1147514.1940859288,1154141.7576620174,1160019.1548061566,1165926.1590443212,1171852.8149253614,1177799.4439135382,1183766.4530726203,1188769.2257246966,1193805.0555243792,1198903.3305323191,1204029.7514388335,1209173.5919591796
BANGLADESH,18331.443071655554,18439.26496440901,18546.718271496822,18649.096434946434,18751.18790823215,18853.003707973545,18954.55449670179,19055.913531777278,19146.54814407784,19236.97877253936,19327.214237478005,19417.263047612214,19507.154599551606,19583.05458572598,19663.01633419849,19743.30990786015,19823.671041868514,19903.777640085365,19971.67894449187,20040.093372523643,20109.091383652794,20178.100917057207,20247.00757006379,20303.52361115681,20360.984553845752,20421.811370442323,20482.443975769427,20544.08487825626,20591.78494491038,20639.4873465015,20687.02772603241,20734.408857201404,20781.63494867693,20811.38123841801,20841.25342952306,20871.789386009474,20902.37321735845,20932.8156639291
INDIA,501269.08921214106,505531.31434364483,509808.82486528595,513970.1094739877,518148.5248766361,522344.55510472547,526558.6786415385,530793.1578778476,534750.8068568079,538727.1691437905,542722.681217099,546737.7747099746,550773.4604061545,554435.3150899019,558237.3121692885,562072.8712305488,565934.6150242604,569813.7040494459,573366.7721828201,576958.2645696896,580589.7079748618,584245.1021994422,587921.424652592,591260.201401292,594647.279602748,598150.2262395759,601670.840194848,605245.6648276637,608432.7362304139,611641.2182135137,614866.769859601,618109.6379442313,621370.114222812,624127.3108966686,626907.4035005632,629727.411996996,632568.7265736443,635425.8083143204
IRANISLAMICREPUBLICOF,1229589.2726862154,1240459.7942383687,1251364.704632471,1261988.7061755843,1272651.7854418822,1283355.0436464143,1294099.5698852951,1304890.7344933702,1315008.2740718091,1325168.4509885523,1335372.2565346786,1345620.67141133,1355916.1428424702,1365298.0706235112,1375012.6556542974,1384805.526345022,1394659.0875933857,1404551.6049008928,1413641.7405932585,1422821.2677341143,1432094.92383958,1441423.2403811412,1450798.7369024362,1459341.999345648,1467999.3906746188,1476937.7719142896,1485914.9948640452,1495019.0868997532,1503162.2591811928,1511354.590059948,1519584.029739852,1527851.1160487442,1536156.4983206985,1543218.3686574192,1550333.0796620103,1557540.7795590868,1564795.9846163008,1572084.8930121025
MALDIVES,6.239698598352709,6.274504893873336,6.307756836359769,6.337877594173603,6.366437174035387,6.393460570006301,6.418972756458151,6.443011042696077,6.463525844457731,6.482574856170249,6.500182887871361,6.516374686972639,6.531297273756586,6.542590618657796,6.552807606282839,6.561612639142137,6.569009227453198,6.575026779269647,6.577068709872854,6.577876038063183,6.578038402075147,6.577112552116134,6.574984387491722,6.5692476405149405,6.5624245740678555,6.554539706991744,6.545617262101374,6.536348525589289,6.522706594975123,6.508352831927318,6.493142477584003,6.477095621620729,6.460235135026595,6.438395448795952,6.415857072744014,6.392808020080004,6.36916617123154,6.344863314536402
NEPAL,39690.69983971453,39960.36429624162,40229.98387990959,40489.31982371647,40748.7697737209,41008.360680978905,41268.11886768567,41528.20745334419,41765.60946016259,42003.27468883053,42241.22577989575,42479.48482275027,42718.117820637846,42926.72707232432,43145.001112388956,43364.70437611718,43585.25783789769,43805.94728222372,44000.35558581108,44196.53616834877,44394.670334611365,44593.495443247135,44792.76006656475,44965.17791198027,45140.39906448291,45324.02255108803,45507.86006825749,45694.57418918516,45850.84381872051,46007.703826064804,46164.79875176488,46322.137978117134,46479.734149342876,46598.747537502546,46718.55215198416,46840.36314861541,46962.811952073986,47085.47780263292
PAKISTAN,179914.9083569305,181465.5885451606,183021.88580080876,184536.82361120635,186058.04697424045,187585.72899230532,189120.04086020362,190661.79200299346,192104.47928566122,193554.01038277967,195010.54161658336,196474.22764654236,197945.42944655532,199282.61612337202,200670.05241710652,202069.64837035025,203478.7691842316,204894.2405274822,206192.71559042856,207505.0784863878,208831.8900513651,210167.40470606252,211510.53913821976,212732.4383124234,213971.76551524122,215252.80904403992,216540.284945664,217847.28680907586,219014.82765710383,220190.160467564,221371.69391364304,222559.51652910587,223753.73301152326,224766.881513006,225788.35103040477,226824.20690501202,227867.77505699333,228917.0602709482
SRILANKA,16245.975694579409,16356.632883724178,16467.29031100843,16573.703848598463,16680.176171076797,16786.717527560515,16893.337915772863,17000.10327888536,17097.5650296272,17195.139303604603,17292.83467892322,17390.659512530667,17488.640218858687,17574.3005380267,17663.98361836248,17754.258698962614,17844.88436992938,17935.559688256337,18015.406777061584,18095.962634034284,18177.317911082435,18258.948850426248,18340.74925893012,18411.50320664758,18483.45572418802,18559.046950833632,18634.713197254685,18711.533298203405,18775.83728740004,18840.366429023867,18904.97489797165,18969.666095211785,19034.444773496467,19083.395659934253,19132.64151561167,19182.692234835402,19232.980730024607,19283.334379723077
ARMENIA,39208.41733713299,39541.27933586238,39875.21089067051,40200.069194717034,40526.12149441312,40853.39822572157,41181.92942613601,41511.88087148315,41820.300935473766,42130.004794298846,42441.01939836596,42753.371347499524,43067.13178419588,43351.67135725098,43646.94573955684,43944.65065857384,44244.20980902694,44544.88703802579,44819.69788062118,45097.17276826893,45377.56945364415,45659.59071842341,45942.97804293475,46199.66130285387,46460.22261985605,46730.85404877965,47002.58336147736,47278.113167506344,47522.90746476771,47769.108562114256,48016.34262218749,48264.62304675118,48513.96676964495,48723.79771174454,48935.11413267683,49149.19140993857,49364.61117011618,49580.935803629574
AZERBAIJAN,73867.34957942388,74494.16119476547,75122.51147490025,75733.64457439078,76346.58280373107,76961.38068603104,77578.09195499521,78197.02293910521,78775.29901932126,79355.5673667197,79937.87583696768,80522.2715902817,81108.8860591502,81640.43824584028,82191.32758137262,82746.33286330012,83304.39536420413,83864.15987687165,84375.20864565346,84890.88722778809,85411.62100690836,85934.99894861734,86460.54631897663,86935.75949308385,87417.59166328634,87917.0291971248,88418.12927903335,88925.95234567445,89375.76986252717,89827.89826267849,90281.58697074003,90736.85821755201,91193.74076435779,91576.20959102735,91961.20233350073,92351.02091583174,92743.018581888,93136.36921655355
CYPRUS,169.06362554412215,170.58434492789243,172.11041569474094,173.59793095356414,175.09141726921806,176.5910359907634,178.09694688733254,179.6099060123519,181.03045284328635,182.45746003173184,183.89107397805475,185.33143970667382,186.7789151958312,188.10100407027107,189.4697039731568,190.84979440690105,192.23884676345548,193.6338858557389,194.91885530204115,196.21678837697067,197.52826717471294,198.84789044393975,200.1746470507634,201.3871672924742,202.61587167382825,203.88340653407852,205.1569372924736,206.44880549681636,207.60866527601618,208.7758886662572,209.94885125371218,211.12763598740207,212.31234168335118,213.32581754589611,214.34711576674516,215.38213015315242,216.42430822841993,217.4717337015911
GEORGIA,88738.84970986747,89491.61436626366,90246.80281726223,90981.39941029112,91718.69359978919,92458.75347128141,93201.64621036826,93947.74674716275,94645.1143813506,95345.37681621533,96048.59426063596,96754.82613143149,97464.23349695728,98107.50266576945,98775.09424733618,99448.17837953604,100125.44830345584,100805.22912138181,101426.40040177893,102053.5678005318,102687.32827011342,103324.74412245287,103965.22874641641,104545.23255475685,105134.05421062367,105745.86279536522,106360.13278105982,106982.97699587708,107536.21299656964,108092.60533007629,108651.30823760151,109212.35139640671,109775.7725355825,110249.7737301726,110727.0993125388,111210.68826576506,111697.28638735843,112185.89957968185
IRAQ,479447.5990201655,483646.06133267976,487857.42215555237,491958.5805054818,496074.3842974569,500205.24424605037,504351.5663090452,508515.4183591073,512416.3542431992,516333.24027270556,520266.4444670157,524216.3306776771,528183.8359107554,531794.7997322575,535535.324461044,539305.7233098681,543099.0945323341,546906.8171046333,550400.4632641494,553927.8688209346,557491.2965190317,561075.2102695198,564676.6188163237,567952.7302649488,571273.7263156998,574707.6571939815,578155.8441090753,581652.1961751655,584773.2206139101,587912.5342936327,591065.4031596306,594232.0213231808,597412.626442775,600108.7528362602,602824.4644664114,605575.3945203585,608343.8822682681,611124.5456389304
ISRAEL,8566.941406133763,8631.18662658677,8695.529266015928,8757.719332323888,8820.039737502653,8882.497318692285,8945.098783698044,9007.881082460306,9065.798123925108,9123.875056521101,9182.117826818263,9240.532266943586,9299.13380748963,9351.260520505843,9405.610897801367,9460.37300320025,9515.419872478715,9570.600114327704,9620.142091272224,9670.179740882653,9720.737172942296,9771.543958656319,9822.547773319226,9867.75726081751,9914.133631751163,9978.24438310994,10042.725406787635,10108.186420838718,10167.23965084411,10226.719768106474,10286.555113003646,10346.750370369808,10407.310987067807,10459.504999751582,10512.142905874967,10565.51268423581,10619.30222529542,10673.419169429895
JORDAN,34706.91721757816,34869.88441101638,35030.9423055674,35181.265854548634,35329.85915921976,35476.73596699268,35621.90918229716,35765.50810682193,35887.8755201485,36008.69482056471,36127.975408611106,36245.72593503421,36361.99396271145,36451.14365785586,36546.576939032086,36641.45591143066,36735.28770129324,36827.48043426928,36896.088577883165,36964.54483535901,37032.92747660974,37100.19187285979,37166.128161682755,37208.32540490167,37251.03169671196,37298.315422480744,37344.11823360799,37390.630343325116,37493.95892368203,37698.674348117536,37904.30462869772,38110.86321073679,38318.36630652992,38494.859121901914,38672.66948986285,38852.79348385104,39034.09497927511,39216.22952304678
KUWAIT,2671.5269062995158,2691.2005731386603,2710.7081027803165,2729.5000442241408,2748.1435377998787,2766.6383505217855,2784.9842022376256,2803.1884322172996,2819.871733974207,2836.416032077765,2852.8208167282387,2869.08553559894,2885.2130122603553,2899.3313385508222,2913.772322355496,2928.1361111322576,2942.3935583415105,2956.50067050214,2968.789918322564,2981.0268546230714,2993.2254063600526,3005.3040201998806,3017.246501152146,3027.3223228673855,3037.3781264730237,3047.6960946259665,3057.859053275704,3068.015703283486,3076.0074564278216,3083.8937458560417,3091.6285599727157,3099.2106218058707,3106.638848456846,3111.42211973524,3116.12728046555,3120.7978007982592,3125.3509562392333,3129.756338326308
LEBANON,12478.796497202176,12585.6378482634,12692.75030191829,12796.945265937016,12901.454537960592,13006.287271001569,13111.452487996072,13217.001790688859,13315.684063879136,13414.710427076829,13514.088919744156,13613.827466796738,13713.94835191878,13804.76258892108,13898.875435376158,13993.693862679802,14089.037647059611,14184.674825742335,14272.05914507472,14360.227115488262,14449.254941784418,14538.733901884842,14628.58316790737,14709.90813986828,14792.37422969934,14877.887776520374,14963.68671471466,15050.622140072144,15127.733682212138,15205.240784909867,15283.013946025636,15361.056859578883,15439.37433380782,15505.103430231055,15571.258622064319,15638.23924017454,15705.588554383918,15773.166297391805
OMAN,28114.894681407357,28335.00020100719,28554.113130456946,28765.86935173949,28976.776944015277,29186.846707643424,29396.089061163635,29604.60033176757,29797.34240628094,29989.33372121043,30180.582458705525,30371.09645379089,30560.938618371987,30729.9182593761,30903.53764049483,31077.09257282894,31250.251892507593,31422.560700075766,31576.063383079916,31729.772411794776,31883.927181701267,32037.602584578202,32190.611445848182,32324.323454483634,32458.69496108816,32596.93666310149,32734.34760151248,32872.71816967238,32988.70901704852,33104.316426929734,33219.12926828908,33333.14688198577,33446.37128539405,33531.72681506306,33616.896604582755,33702.516320980314,33787.68240467831,33872.07675163581
SAUDIARABIA,10678060.462309394,10749235.305075277,10820155.6735072,10888131.625456188,10955903.117616624,11023477.993815584,11090863.918033246,11158104.282447841,11219156.00576955,11280053.534269208,11340803.5568846,11401412.602097254,11461904.234370487,11514312.331306204,11568947.988966439,11623732.32336624,11678519.90277475,11733132.937594678,11780644.221909642,11828423.20450599,11876524.39533994,11924608.37656927,11972608.423877427,12013375.111279992,12054609.894959945,12097600.331081798,12140457.766294641,12183904.175534537,12219139.95816235,12254373.922620734,12289496.621155566,12324511.0587071,12359421.186022919,12384012.89099364,12408675.262147425,12433718.321698625,12458779.86445966,12483747.029561251
TURKEY,1207048.2326882088,1217929.5997977287,1228855.1633205607,1239510.9218692004,1250215.3834457258,1260969.759975893,1271775.252239103,1282637.3459333868,1292840.8105461202,1303096.5758541543,1313405.7465636062,1323769.4177174738,1334190.075355023,1343715.1746133314,1353582.8129198882,1363538.3215711508,1373564.14365067,1383639.0892303912,1392931.748797958,1402324.0642853056,1411819.5591148853,1421379.6867827934,1430997.269215835,1439801.7174144024,1448727.9673218308,1457937.0710189776,1467195.3858004832,1476591.6954262566,1485049.1334610218,1493564.7527518817,1502127.6298908622,1510738.410855657,1519397.8518481238,1526833.6236311405,1534330.802205328,1541930.3404626795,1549586.9739188938,1557287.1797354938
UNITEDARABEMIRATES,6952.383348269138,7006.775025738109,7060.906871643998,7113.192353513224,7165.251301814468,7217.086650147208,7268.7012423748,7320.119042505995,7367.638953801162,7414.9561899987675,7462.073057617487,7508.991780913139,7555.730350992069,7597.326474204662,7640.052811624657,7682.744860559974,7725.321095064369,7767.669660739428,7805.36072649713,7843.0813330600495,7880.9047607222965,7918.595841482804,7956.106058415109,7988.848249529084,8021.748013977123,8055.620712668086,8089.275555081647,8123.159592181811,8151.511343618152,8179.758957658209,8207.799706431471,8235.633718422212,8263.261834590718,8284.012728175781,8304.704346706503,8325.498292719698,8346.171650929316,8366.645515025124
YEMEN,465197.98433272756,468780.4002102543,472360.30690155196,475823.69832076767,479286.48586053425,482748.9106171076,486211.20775051677,489675.13127469236,492878.394818411,496082.41504604643,499287.38890409016,502493.50809441006,505701.53745814535,508560.7439570147,511524.7044520811,514502.4273668971,517487.528470904,520471.48860068904,523144.2493145886,525833.7186635528,528543.2693839986,531257.732563727,533974.038261009,536371.0984875101,538798.4748655207,541325.2302554345,543850.8932212541,546405.2253342499,548592.9213802307,550784.8467954575,552975.5873539753,555165.1933881597,557353.7551729204,559080.6539642866,560813.9103917052,562566.5320068569,564322.5668909091,566076.8669927119
BELARUS,616520.2798299777,621900.705377455,627303.1609297983,632565.4823843936,637851.7206610986,643162.4305690842,648498.1611621786,653861.6382988563,658888.0212464278,663939.792378124,669017.4524560357,674121.4972127193,679253.1375930549,683926.3021312287,688776.1333970992,693669.6670516807,698597.7176042546,703548.8266046196,708095.9483416213,712690.9380398445,717337.314758588,722014.7686157749,726719.3238594722,731005.9386751477,735358.151732819,739871.2876879065,744407.3384441121,749010.2344810666,753131.8315675379,757280.7058906282,761451.3599867888,765644.0730764607,769859.1813995796,773451.2024414603,777071.483491238,780741.2575667122,784437.5450216513,788153.4454688111
BULGARIA,1028663.4498165962,1037894.9474770234,1047163.4136589149,1056200.182169996,1065277.5840677018,1074396.6241849551,1083558.2978561665,1092767.2506309086,1101414.6133356262,1110105.5212199476,1118840.8881222652,1127621.6196325468,1136449.8300081107,1144514.6356092286,1152870.924536369,1161301.0823839593,1169790.1038342186,1178319.6952140448,1186180.553912044,1194124.6023289843,1202155.413087392,1210239.9893069195,1218372.1300892697,1225809.9828781146,1233352.081954476,1241140.0531455341,1248968.5758566584,1256912.8481651703,1264055.672639254,1271246.709361043,1278476.5710708026,1285745.7854200925,1293054.9750421534,1299321.9116054315,1305639.5599475359,1312043.5247325164,1318494.6351714476,1324981.321350133
CZECHIA,138557.05500308188,139781.16601873474,141009.96517938405,142206.76051912303,143408.64780340556,144615.76019012986,145828.22963394792,147046.67779452115,148189.44704564655,149337.65327976775,150491.41782736263,151650.86096158548,152816.30561496646,153879.13873598716,154981.09006750523,156092.54976224242,157211.48259601032,158335.36777685332,159368.58373684983,160412.31186313718,161467.45287923762,162529.39355462074,163597.2302879091,164571.34952896283,165559.76504771473,166583.27873091283,167611.80678293738,168655.42333443518,169590.93232267705,170532.51312253735,171478.89547718398,172430.15032090695,173386.36243244744,174202.67054267184,175025.24635169454,175859.06997211918,176698.8205622175,177542.93256654375
CZECHOSLOVAKIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGARY,1145096.161683313,1155526.685067706,1166004.918214914,1176226.698474115,1186499.9420021756,1196825.8485730665,1207205.608179802,1217644.5283821642,1227460.0652190614,1237330.212607873,1247256.0708423068,1257238.731756121,1267280.70385929,1276474.2065702095,1286003.0078572526,1295620.5902510188,1305310.0157762538,1315050.819418504,1324048.7072185737,1333145.5703120697,1342345.524369068,1351611.6647309384,1360937.0734257468,1369490.9790868047,1378168.2113446773,1387129.1091855634,1396141.5804113348,1405290.844805889,1413549.4305039807,1421867.4584866387,1430234.9345076042,1438652.5223782905,1447120.9953844128,1454427.5760005761,1461795.6642814688,1469267.208489496,1476797.2077432952,1484372.718380861
POLAND,1855690.4676294446,1872563.760256546,1889515.831264905,1906056.6148441657,1922682.5939827051,1939395.7373138596,1956197.9973393155,1973097.9951911499,1988987.9568422337,2004968.4481058924,2021041.2749295188,2037208.2293292286,2053473.2664902715,2068362.6586883427,2083797.1933317177,2099377.670964888,2115076.6399261034,2130861.203884877,2145445.1504843147,2160192.580627281,2175109.2677394063,2190135.5962132406,2205260.448752143,2219137.1675216677,2233214.201966172,2247746.3873966555,2262364.4878531005,2277206.752918828,2290608.501573712,2304108.665454765,2317691.372023631,2331357.715685311,2345108.9637934878,2356976.9935387564,2368947.281442224,2381085.4592964468,2393320.7326122867,2405632.294428054
REPUBLICOFMOLDOVA,166444.57289302608,167913.15823529495,169387.72239460662,170824.39070831361,172267.5571195434,173717.374512183,175173.99423505555,176638.15726289203,178011.36142775178,179391.4715223605,180778.62585452246,182172.9613934243,183574.81255859626,184852.98972932395,186178.7351800166,187516.3220625616,188863.28481642957,190216.5557254179,191460.88845388108,192718.2590201553,193989.52083784092,195269.23760119965,196556.3575749925,197730.69662493045,198922.536642188,200156.95946834996,201397.65460373738,202656.57509686216,203785.5004471456,204921.89649218842,206064.25717315634,207212.66031811415,208367.19931512547,209353.36655910756,210347.28840843416,211354.84320250986,212369.6566377308,213389.8547942364
ROMANIA,1877666.8433304788,1886799.8784383032,1895864.2262692193,1904372.0199025352,1912819.8330497823,1921208.520575109,1929538.8906505387,1937818.223569391,1944966.4730951514,1952063.7734078672,1959110.7272297677,1966107.8957385477,1973057.9039005165,1978553.8865725978,1984435.7830485278,1990320.887386118,1996181.6660479105,2001985.6608819608,2006530.3163796363,2018605.6688074179,2032294.1145846108,2046078.4437701814,2059948.130260448,2072646.9622973676,2085527.411851865,2098829.8968008575,2112205.941726691,2125783.4224932524,2138009.7985851835,2150322.095046881,2162704.972316531,2175159.378782851,2187686.4234816344,2198452.2405554736,2209307.893182094,2220313.3808156704,2231403.2935725297,2242558.166893895
RUSSIANFEDERATION,14012430.1921655,14133114.165496174,14254238.138994899,14372138.757038834,14490521.995719215,14609399.713982081,14728783.63620203,14848734.461318823,14961008.324391665,15073797.296391098,15187112.007453388,15300962.969531823,15415377.548885036,15519366.551713916,15627281.63427211,15736124.667354137,15845688.249549102,15955710.600593654,16056516.852237845,16158338.43295513,16261266.562764913,16364836.297592152,16468955.45037928,16563554.198131932,16659593.9876944,16759276.17755648,16859413.566926233,16960990.121421557,17051605.23204086,17142781.054328363,17234388.08297309,17326432.011558767,17418919.832257655,17497270.230112612,17576204.613730162,17656195.25111775,17736726.615864743,17817641.971205864
